Time(s),HeartRate(1/min),Glucose-BloodConcentration(mg/dL),RespirationRate(1/min),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),AchievedExerciseLevel
4250.02,69.210993,120.340220,16.483516,118.337927,77.011197,0,0
4251.02,69.200804,120.345817,16.483516,118.337407,77.014420,0,0
4252.02,69.214380,120.351030,16.483516,118.342425,77.012761,0,0
4253.02,69.227230,120.355950,16.483516,118.344499,77.009667,0,0
4254.02,69.212722,120.360866,16.483516,118.339700,77.011931,0,0
4255.02,69.200155,120.365999,16.483516,118.338336,77.015455,0,0
4256.02,69.227205,120.371559,16.483516,118.346116,77.010817,0,0
4257.02,69.214628,120.377455,16.483516,118.341343,77.012408,0,0
4258.02,69.200141,120.383170,16.483516,118.339151,77.016069,0,0
4259.02,69.206964,120.388506,16.483516,118.342825,77.015859,0,0
4260.02,69.226717,120.393482,16.483516,118.347264,77.011655,0,0
4261.02,69.216280,120.398355,16.483516,118.342664,77.012414,0,0
4262.02,69.199543,120.403374,16.483516,118.339556,77.016129,0,0
4263.02,69.223455,120.408751,16.483516,118.347616,77.012472,0,0
4264.02,69.217006,120.414575,16.483516,118.343889,77.012543,0,0
4265.02,69.200479,120.420377,16.483516,118.340378,77.016143,0,0
4266.02,69.200866,120.425829,16.483516,118.342559,77.017295,0,0
4267.02,69.222285,120.430906,16.483516,118.348162,77.013316,0,0
4268.02,69.220140,120.435782,16.483516,118.345531,77.012634,0,0
4269.02,69.203232,120.440737,16.483516,118.341580,77.016173,0,0
4270.02,69.200180,120.445978,16.483516,118.343050,77.018119,0,0
4271.02,69.222309,120.451693,16.483516,118.347621,77.013437,0,0
4272.02,69.205372,120.457571,16.483516,118.343356,77.016822,0,0
4273.02,69.198986,120.463160,16.483516,118.344044,77.019456,0,0
4274.02,69.216523,120.468367,16.483516,118.349696,77.016843,0,0
4275.02,69.223296,120.473283,16.483516,118.349905,77.014770,0,0
4276.02,69.206983,120.478193,16.483516,118.345347,77.017792,0,0
4277.02,69.197644,120.483320,16.483516,118.345158,77.020926,0,0
4278.02,69.223596,120.488878,16.483516,118.352004,77.016230,0,0
4279.02,69.208523,120.494772,16.483516,118.347242,77.018717,0,0
4280.02,69.196670,120.500486,16.483516,118.346160,77.022176,0,0
4281.02,69.208009,120.505821,16.483516,118.350771,77.021032,0,0
4282.02,69.223570,120.510804,16.483516,118.353725,77.017510,0,0
4283.02,69.210279,120.515685,16.483516,118.348902,77.019326,0,0
4284.02,69.196375,120.520714,16.483516,118.346949,77.022938,0,0
4285.02,69.223265,120.526099,16.483516,118.354922,77.018423,0,0
4286.02,69.212306,120.531932,16.483516,118.350271,77.019511,0,0
4287.02,69.196815,120.537739,16.483516,118.347542,77.023184,0,0
4288.02,69.201378,120.543191,16.483516,118.350686,77.023423,0,0
4289.02,69.222239,120.548267,16.483516,118.355619,77.019184,0,0
4290.02,69.214400,120.553140,16.483516,118.351546,77.019534,0,0
4291.02,69.197816,120.558087,16.483516,118.348179,77.023210,0,0
4292.02,69.198970,120.563318,16.483516,118.350582,77.024185,0,0
4293.02,69.216277,120.569024,16.483516,118.352966,77.019744,0,0
4294.02,69.199138,120.574890,16.483516,118.349091,77.023339,0,0
4295.02,69.196940,120.580466,16.483516,118.350731,77.025035,0,0
4296.02,69.217246,120.585660,16.483516,118.356415,77.021455,0,0
4297.02,69.217769,120.590563,16.483516,118.354609,77.020304,0,0
4298.02,69.200637,120.595459,16.483516,118.350333,77.023699,0,0
4299.02,69.195242,120.600571,16.483516,118.351173,77.026044,0,0
4300.02,69.218833,120.606117,16.483516,118.356406,77.021189,0,0
4301.02,69.202261,120.611999,16.483516,118.351831,77.024255,0,0
4302.02,69.193899,120.617699,16.483516,118.351842,77.027146,0,0
4303.02,69.209577,120.623023,16.483516,118.357149,77.024946,0,0
4304.02,69.219474,120.627998,16.483516,118.358239,77.022299,0,0
4305.02,69.203979,120.632871,16.483516,118.353480,77.024916,0,0
4306.02,69.192966,120.637892,16.483516,118.352657,77.028231,0,0
4307.02,69.219722,120.643272,16.483516,118.359978,77.023484,0,0
4308.02,69.205812,120.649101,16.483516,118.355152,77.025507,0,0
4309.02,69.192569,120.654904,16.483516,118.353483,77.029061,0,0
4310.02,69.201679,120.660352,16.483516,118.357620,77.028364,0,0
4311.02,69.219630,120.665426,16.483516,118.361367,77.024455,0,0
4312.02,69.207833,120.670296,16.483516,118.356635,77.025782,0,0
4313.02,69.192826,120.675238,16.483516,118.354162,77.029436,0,0
4314.02,69.198529,120.680464,16.483516,118.357564,77.029441,0,0
4315.02,69.209944,120.686165,16.483516,118.357964,77.025832,0,0
4316.02,69.193664,120.692026,16.483516,118.354807,77.029516,0,0
4317.02,69.195951,120.697593,16.483516,118.357468,77.030250,0,0
4318.02,69.217211,120.702781,16.483516,118.362800,77.026117,0,0
4319.02,69.211903,120.707677,16.483516,118.359364,77.025980,0,0
4320.02,69.194882,120.712564,16.483516,118.355653,77.029617,0,0
4321.02,69.193787,120.717665,16.483516,118.357558,77.031084,0,0
4322.02,69.213512,120.723203,16.483516,118.360966,77.026451,0,0
4323.02,69.196310,120.729075,16.483516,118.356819,77.029931,0,0
4324.02,69.191957,120.734765,16.483516,118.357935,77.032075,0,0
4325.02,69.211064,120.740080,16.483516,118.363610,77.028919,0,0
4326.02,69.214701,120.745046,16.483516,118.362748,77.027269,0,0
4327.02,69.197879,120.749910,16.483516,118.358267,77.030462,0,0
4328.02,69.190474,120.754920,16.483516,118.358559,77.033188,0,0
4329.02,69.215465,120.760293,16.483516,118.364603,77.028350,0,0
4330.02,69.199549,120.766116,16.483516,118.359898,77.031137,0,0
4331.02,69.189376,120.771913,16.483516,118.359358,77.034334,0,0
4332.02,69.202967,120.777356,16.483516,118.364357,77.032668,0,0
4333.02,69.215817,120.782428,16.483516,118.366418,77.029576,0,0
4334.02,69.201316,120.787297,16.483516,118.361607,77.031819,0,0
4335.02,69.188763,120.792236,16.483516,118.360223,77.035317,0,0
4336.02,69.199008,120.797462,16.483516,118.364601,77.034397,0,0
4337.02,69.203255,120.803163,16.483516,118.363187,77.032250,0,0
4338.02,69.188781,120.809023,16.483516,118.360976,77.035885,0,0
4339.02,69.195619,120.814589,16.483516,118.364630,77.035664,0,0
4340.02,69.215372,120.819776,16.483516,118.369056,77.031526,0,0
4341.02,69.205342,120.824670,16.483516,118.364566,77.032381,0,0
4342.02,69.189427,120.829552,16.483516,118.361626,77.036066,0,0
4343.02,69.192853,120.834649,16.483516,118.364538,77.036561,0,0
4344.02,69.207368,120.840182,16.483516,118.365936,77.032492,0,0
4345.02,69.190532,120.846048,16.483516,118.362397,77.036155,0,0
4346.02,69.190559,120.851730,16.483516,118.364558,77.037384,0,0
4347.02,69.211607,120.857038,16.483516,118.370139,77.033491,0,0
4348.02,69.209107,120.861996,16.483516,118.367472,77.032860,0,0
4349.02,69.191903,120.866851,16.483516,118.363459,77.036405,0,0
4350.02,69.188621,120.871851,16.483516,118.364842,77.038333,0,0
4351.02,69.210445,120.877216,16.483516,118.369205,77.033578,0,0
4352.02,69.193437,120.883030,16.483516,118.364824,77.036877,0,0
4353.02,69.187029,120.888816,16.483516,118.365391,77.039417,0,0
4354.02,69.204576,120.894250,16.483516,118.370933,77.036729,0,0
4355.02,69.211363,120.899316,16.483516,118.371044,77.034582,0,0
4356.02,69.195091,120.904176,16.483516,118.366401,77.037513,0,0
4357.02,69.185811,120.909108,16.483516,118.366135,77.040561,0,0
4358.02,69.200476,120.914328,16.483516,118.371299,77.038634,0,0
4359.02,69.196841,120.920026,16.483516,118.368092,77.038207,0,0
4360.02,69.185040,120.925882,16.483516,118.366987,77.041619,0,0
4361.02,69.196426,120.931445,16.483516,118.371588,77.040457,0,0
4362.02,69.212007,120.936632,16.483516,118.374543,77.036936,0,0
4363.02,69.198735,120.941525,16.483516,118.369730,77.038738,0,0
4364.02,69.184856,120.946405,16.483516,118.367785,77.042333,0,0
4365.02,69.192839,120.951499,16.483516,118.371682,77.041877,0,0
4366.02,69.200810,120.957032,16.483516,118.371154,77.038937,0,0
4367.02,69.185326,120.962895,16.483516,118.368439,77.042603,0,0
4368.02,69.189901,120.968572,16.483516,118.371594,77.042850,0,0
4369.02,69.210759,120.973876,16.483516,118.376543,77.038638,0,0
4370.02,69.202908,120.978830,16.483516,118.372486,77.038998,0,0
4371.02,69.186325,120.983677,16.483516,118.369128,77.042668,0,0
4372.02,69.187490,120.988669,16.483516,118.371537,77.043646,0,0
4373.02,69.204786,120.994027,16.483516,118.373940,77.039240,0,0
4374.02,69.187646,120.999833,16.483516,118.370068,77.042828,0,0
4375.02,69.185462,121.005608,16.483516,118.371709,77.044522,0,0
4376.02,69.205777,121.011033,16.483516,118.377398,77.040961,0,0
4377.02,69.206285,121.016090,16.483516,118.375596,77.039821,0,0
4378.02,69.189155,121.020940,16.483516,118.371322,77.043208,0,0
4379.02,69.183774,121.025861,16.483516,118.372160,77.045546,0,0
4380.02,69.202156,121.031072,16.483516,118.377778,77.042619,0,0
4381.02,69.190795,121.036761,16.483516,118.372823,77.043777,0,0
4382.02,69.182448,121.042608,16.483516,118.372830,77.046659,0,0
4383.02,69.198143,121.048162,16.483516,118.378136,77.044469,0,0
4384.02,69.208029,121.053343,16.483516,118.379227,77.041838,0,0
4385.02,69.192533,121.058232,16.483516,118.374469,77.044449,0,0
4386.02,69.181533,121.063105,16.483516,118.373642,77.047753,0,0
4387.02,69.194048,121.068197,16.483516,118.378447,77.046339,0,0
4388.02,69.194386,121.073728,16.483516,118.376137,77.045050,0,0
4389.02,69.181154,121.079589,16.483516,118.374463,77.048591,0,0
4390.02,69.190283,121.085264,16.483516,118.378598,77.047897,0,0
4391.02,69.208229,121.090567,16.483516,118.382343,77.044006,0,0
4392.02,69.196428,121.095520,16.483516,118.377612,77.045330,0,0
4393.02,69.181432,121.100363,16.483516,118.375133,77.048969,0,0
4394.02,69.187154,121.105352,16.483516,118.378530,77.048971,0,0
4395.02,69.198566,121.110706,16.483516,118.378924,77.045374,0,0
4396.02,69.182296,121.116507,16.483516,118.375759,77.049040,0,0
4397.02,69.184606,121.122276,16.483516,118.378411,77.049765,0,0
4398.02,69.205880,121.127694,16.483516,118.383739,77.045641,0,0
4399.02,69.200562,121.132745,16.483516,118.380296,77.045501,0,0
4400.02,69.183550,121.137585,16.483516,118.376576,77.049117,0,0
4401.02,69.182479,121.142496,16.483516,118.378470,77.050569,0,0
4402.02,69.203236,121.147699,16.483516,118.384115,77.046828,0,0
4403.02,69.185023,121.153378,16.483516,118.377705,77.049397,0,0
4404.02,69.180694,121.159214,16.483516,118.378807,77.051522,0,0
4405.02,69.199828,121.164758,16.483516,118.384474,77.048366,0,0
4406.02,69.203457,121.169930,16.483516,118.383602,77.046715,0,0
4407.02,69.186640,121.174808,16.483516,118.379110,77.049887,0,0
4408.02,69.179261,121.179671,16.483516,118.379389,77.052589,0,0
4409.02,69.195931,121.184755,16.483516,118.384817,77.050141,0,0
4410.02,69.188364,121.190279,16.483516,118.380695,77.050513,0,0
4411.02,69.178214,121.196133,16.483516,118.380140,77.053684,0,0
4412.02,69.191837,121.201801,16.483516,118.385128,77.052009,0,0
4413.02,69.204684,121.207102,16.483516,118.387175,77.048918,0,0
4414.02,69.190186,121.212052,16.483516,118.382354,77.051142,0,0
4415.02,69.177654,121.216892,16.483516,118.380955,77.054613,0,0
4416.02,69.187930,121.221879,16.483516,118.385320,77.053680,0,0
4417.02,69.192180,121.227233,16.483516,118.383882,77.051517,0,0
4418.02,69.177724,121.233031,16.483516,118.381654,77.055123,0,0
4419.02,69.184593,121.238797,16.483516,118.385293,77.054885,0,0
4420.02,69.204356,121.244213,16.483516,118.389705,77.050747,0,0
4421.02,69.194323,121.249261,16.483516,118.385202,77.051585,0,0
4422.02,69.178424,121.254097,16.483516,118.382245,77.055240,0,0
4423.02,69.181881,121.259001,16.483516,118.385140,77.055713,0,0
4424.02,69.203038,121.264198,16.483516,118.390287,77.051523,0,0
4425.02,69.179584,121.269871,16.483516,118.382950,77.055258,0,0
4426.02,69.179640,121.275697,16.483516,118.385093,77.056462,0,0
4427.02,69.200715,121.281233,16.483516,118.390660,77.052562,0,0
4428.02,69.198205,121.286398,16.483516,118.387975,77.051919,0,0
4429.02,69.181009,121.291265,16.483516,118.383944,77.055434,0,0
4430.02,69.177756,121.296117,16.483516,118.385308,77.057334,0,0
4431.02,69.197547,121.301192,16.483516,118.390993,77.053962,0,0
4432.02,69.182596,121.306706,16.483516,118.385240,77.055833,0,0
4433.02,69.176214,121.312549,16.483516,118.385789,77.058344,0,0
4434.02,69.193794,121.318207,16.483516,118.391316,77.055646,0,0
4435.02,69.200572,121.323499,16.483516,118.391410,77.053492,0,0
4436.02,69.184301,121.328442,16.483516,118.386750,77.056397,0,0
4437.02,69.175045,121.333273,16.483516,118.386465,77.059415,0,0
4438.02,69.189743,121.338253,16.483516,118.391613,77.057475,0,0
4439.02,69.186101,121.343603,16.483516,118.388372,77.057020,0,0
4440.02,69.174320,121.349398,16.483516,118.387248,77.060403,0,0
4441.02,69.185738,121.355159,16.483516,118.391833,77.059225,0,0
4442.02,69.201318,121.360575,16.483516,118.394771,77.055701,0,0
4443.02,69.188043,121.365622,16.483516,118.389943,77.057483,0,0
4444.02,69.174180,121.370455,16.483516,118.387978,77.061047,0,0
4445.02,69.182195,121.375356,16.483516,118.391858,77.060571,0,0
4446.02,69.201132,121.380553,16.483516,118.395945,77.056536,0,0
4447.02,69.174696,121.386222,16.483516,118.388561,77.061243,0,0
4448.02,69.179301,121.392044,16.483516,118.391697,77.061467,0,0
4449.02,69.200177,121.397575,16.483516,118.396629,77.057250,0,0
4450.02,69.192314,121.402735,16.483516,118.392553,77.057592,0,0
4451.02,69.175741,121.407596,16.483516,118.389174,77.061230,0,0
4452.02,69.176936,121.412439,16.483516,118.391562,77.062182,0,0
4453.02,69.198195,121.417507,16.483516,118.397018,77.058151,0,0
4454.02,69.177110,121.423012,16.483516,118.390035,77.061310,0,0
4455.02,69.174954,121.428844,16.483516,118.391656,77.062976,0,0
4456.02,69.195300,121.434493,16.483516,118.397329,77.059405,0,0
4457.02,69.195794,121.439777,16.483516,118.395506,77.058253,0,0
4458.02,69.178665,121.444709,16.483516,118.391212,77.061612,0,0
4459.02,69.173310,121.449528,16.483516,118.392029,77.063921,0,0
4460.02,69.191726,121.454500,16.483516,118.397632,77.060981,0,0
4461.02,69.180350,121.459840,16.483516,118.392636,77.062104,0,0
4462.02,69.172027,121.465625,16.483516,118.392622,77.064954,0,0
4463.02,69.187755,121.471378,16.483516,118.397912,77.062749,0,0
4464.02,69.197628,121.476788,16.483516,118.398980,77.060112,0,0
4465.02,69.182123,121.481829,16.483516,118.394204,77.062699,0,0
4466.02,69.171138,121.486656,16.483516,118.393356,77.065975,0,0
4467.02,69.183682,121.491555,16.483516,118.398146,77.064547,0,0
4468.02,69.197925,121.496749,16.483516,118.400641,77.061235,0,0
4469.02,69.170788,121.502417,16.483516,118.394108,77.066746,0,0
4470.02,69.179950,121.508236,16.483516,118.398226,77.066034,0,0
4471.02,69.197901,121.513766,16.483516,118.401953,77.062139,0,0
4472.02,69.186093,121.518926,16.483516,118.397204,77.063443,0,0
4473.02,69.171111,121.523783,16.483516,118.394704,77.067051,0,0
4474.02,69.176868,121.528622,16.483516,118.398082,77.067029,0,0
4475.02,69.197288,121.533687,16.483516,118.402763,77.062824,0,0
4476.02,69.172027,121.539187,16.483516,118.395250,77.067039,0,0
4477.02,69.174369,121.545013,16.483516,118.397882,77.067738,0,0
4478.02,69.195669,121.550655,16.483516,118.403192,77.063604,0,0
4479.02,69.190336,121.555932,16.483516,118.399727,77.063448,0,0
4480.02,69.173329,121.560855,16.483516,118.395984,77.067033,0,0
4481.02,69.172288,121.565665,16.483516,118.397858,77.068458,0,0
4482.02,69.193076,121.570628,16.483516,118.403486,77.064706,0,0
4483.02,69.174845,121.575959,16.483516,118.397032,77.067232,0,0
4484.02,69.170543,121.581732,16.483516,118.398114,77.069328,0,0
4485.02,69.189710,121.587475,16.483516,118.403765,77.066160,0,0
4486.02,69.193322,121.592876,16.483516,118.402869,77.064499,0,0
4487.02,69.176502,121.597908,16.483516,118.398357,77.067645,0,0
4488.02,69.169145,121.602724,16.483516,118.398615,77.070318,0,0
4489.02,69.185849,121.607615,16.483516,118.404028,77.067856,0,0
4490.02,69.194180,121.612802,16.483516,118.404598,77.065455,0,0
4491.02,69.168131,121.618462,16.483516,118.399288,77.071338,0,0
4492.02,69.181788,121.624275,16.483516,118.404258,77.069647,0,0
4493.02,69.194627,121.629803,16.483516,118.406284,77.066551,0,0
4494.02,69.180120,121.634960,16.483516,118.401444,77.068753,0,0
4495.02,69.167603,121.639813,16.483516,118.400024,77.072195,0,0
4496.02,69.177911,121.644651,16.483516,118.404372,77.071243,0,0
4497.02,69.194731,121.649715,16.483516,118.407708,77.067521,0,0
4498.02,69.167704,121.655214,16.483516,118.400646,77.072633,0,0
4499.02,69.174604,121.661036,16.483516,118.404266,77.072373,0,0
4500.02,69.194376,121.666676,16.483516,118.408659,77.068230,0,0
4501.02,69.184330,121.671952,16.483516,118.404136,77.069050,0,0
4502.02,69.168438,121.676870,16.483516,118.401156,77.072673,0,0
4503.02,69.171925,121.681673,16.483516,118.404031,77.073122,0,0
4504.02,69.193104,121.686631,16.483516,118.409161,77.068924,0,0
4505.02,69.169635,121.691956,16.483516,118.401778,77.072611,0,0
4506.02,69.169721,121.697720,16.483516,118.403899,77.073789,0,0
4507.02,69.190824,121.703454,16.483516,118.409450,77.069879,0,0
4508.02,69.188294,121.708848,16.483516,118.406741,77.069222,0,0
4509.02,69.171099,121.713870,16.483516,118.402688,77.072708,0,0
4510.02,69.167872,121.718675,16.483516,118.404031,77.074581,0,0
4511.02,69.187696,121.723556,16.483516,118.409701,77.071197,0,0
4512.02,69.189730,121.728734,16.483516,118.408323,77.069785,0,0
4513.02,69.166364,121.734383,16.483516,118.404431,77.075513,0,0
4514.02,69.183979,121.740185,16.483516,118.409944,77.072801,0,0
4515.02,69.190741,121.745705,16.483516,118.410014,77.070640,0,0
4516.02,69.174463,121.750854,16.483516,118.405334,77.073521,0,0
4517.02,69.165227,121.755699,16.483516,118.405029,77.076510,0,0
4518.02,69.179960,121.760531,16.483516,118.410162,77.074554,0,0
4519.02,69.191334,121.765591,16.483516,118.411703,77.071681,0,0
4520.02,69.164532,121.771085,16.483516,118.405735,77.077427,0,0
4521.02,69.175984,121.776904,16.483516,118.410304,77.076231,0,0
4522.02,69.191559,121.782543,16.483516,118.413222,77.072704,0,0
4523.02,69.178272,121.787817,16.483516,118.408374,77.074466,0,0
4524.02,69.164421,121.792733,16.574586,118.406389,77.078002,0,0
4525.02,69.172467,121.797535,16.574586,118.410252,77.077506,0,0
4526.02,69.190551,121.802491,16.574586,118.414106,77.073631,0,0
4527.02,69.163238,121.807812,16.574586,118.406559,77.078477,0,0
4528.02,69.168265,121.813568,16.574586,118.409656,77.078496,0,0
4529.02,69.188308,121.819294,16.574586,118.414114,77.074239,0,0
4530.02,69.179179,121.824677,16.574586,118.409521,77.074618,0,0
4531.02,69.162932,121.829682,16.574586,118.405976,77.077921,0,0
4532.02,69.165504,121.834466,16.574586,118.408202,77.078173,0,0
4533.02,69.186763,121.839324,16.574586,118.412954,77.073585,0,0
