Time(s),HeartRate(1/min),RespirationRate(1/min),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),MeanArterialPressure(mmHg),OxygenSaturation,CoreTemperature(degC),CardiacOutput(L/min),HeartStrokeVolume(mL),TidalVolume(mL),ArterialBloodPH,AchievedExerciseLevel,Glucose-BloodConcentration(mg/dL)
4400.14,92.69,14.85,125.4,89.8,108.3,0.980,36.30,6.57,70.8,548.71,7.44,0,74.11,0
4401.14,92.70,14.85,125.4,89.8,108.3,0.980,36.30,6.57,70.8,548.71,7.44,0,74.12,0
4402.14,92.66,14.85,125.4,89.8,108.3,0.980,36.30,6.57,70.9,548.71,7.44,0,74.13,0
4403.14,92.66,14.85,125.4,89.8,108.3,0.980,36.30,6.57,70.9,548.79,7.44,0,74.14,0
4404.14,92.69,14.85,125.4,89.8,108.3,0.980,36.30,6.57,70.9,548.79,7.44,0,74.15,0
4405.14,92.70,14.85,125.4,89.8,108.3,0.980,36.30,6.57,70.8,548.79,7.44,0,74.17,0
4406.14,92.66,14.85,125.4,89.8,108.3,0.980,36.30,6.57,70.9,548.79,7.44,0,74.18,0
4407.14,92.66,14.85,125.4,89.8,108.3,0.980,36.30,6.57,70.9,548.88,7.44,0,74.19,0
4408.14,92.68,14.85,125.4,89.8,108.3,0.980,36.30,6.57,70.9,548.88,7.44,0,74.20,0
4409.14,92.70,14.85,125.4,89.8,108.3,0.980,36.30,6.57,70.9,548.88,7.44,0,74.21,0
4410.14,92.67,14.85,125.4,89.8,108.3,0.980,36.30,6.57,70.9,548.88,7.44,0,74.22,0
4411.14,92.66,14.85,125.4,89.8,108.3,0.980,36.30,6.57,70.9,548.98,7.44,0,74.23,0
4412.14,92.68,14.85,125.4,89.8,108.3,0.980,36.30,6.57,70.9,548.98,7.44,0,74.24,0
4413.14,92.69,14.85,125.4,89.8,108.3,0.980,36.30,6.57,70.9,548.98,7.44,0,74.25,0
4414.14,92.67,14.85,125.4,89.8,108.3,0.980,36.30,6.57,70.9,548.98,7.44,0,74.26,0
4415.14,92.66,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,548.99,7.44,0,74.27,0
4416.14,92.68,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,548.99,7.44,0,74.28,0
4417.14,92.69,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,548.99,7.44,0,74.29,0
4418.14,92.67,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,548.99,7.44,0,74.30,0
4419.14,92.66,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.18,7.44,0,74.31,0
4420.14,92.68,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.18,7.44,0,74.32,0
4421.14,92.69,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.18,7.44,0,74.33,0
4422.14,92.67,14.78,125.4,89.8,108.2,0.980,36.30,6.57,70.9,545.18,7.44,0,74.34,0
4423.14,92.66,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.30,7.44,0,74.35,0
4424.14,92.67,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.30,7.44,0,74.36,0
4425.14,92.69,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.30,7.44,0,74.37,0
4426.14,92.68,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.30,7.44,0,74.38,0
4427.14,92.66,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.42,7.44,0,74.39,0
4428.14,92.67,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.42,7.44,0,74.40,0
4429.14,92.69,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.42,7.44,0,74.41,0
4430.14,92.68,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.42,7.44,0,74.42,0
4431.14,92.66,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.54,7.44,0,74.43,0
4432.14,92.66,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.54,7.44,0,74.44,0
4433.14,92.69,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.54,7.44,0,74.45,0
4434.14,92.68,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.54,7.44,0,74.46,0
4435.14,92.65,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.66,7.44,0,74.47,0
4436.14,92.66,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.66,7.44,0,74.48,0
4437.14,92.69,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.66,7.44,0,74.48,0
4438.14,92.68,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.66,7.44,0,74.49,0
4439.14,92.65,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.77,7.44,0,74.50,0
4440.14,92.65,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.77,7.44,0,74.51,0
4441.14,92.69,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.77,7.44,0,74.52,0
4442.14,92.68,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.77,7.44,0,74.53,0
4443.14,92.65,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.77,7.44,0,74.54,0
4444.14,92.65,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.88,7.44,0,74.55,0
4445.14,92.68,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.88,7.44,0,74.56,0
4446.14,92.68,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.88,7.44,0,74.57,0
4447.14,92.65,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.88,7.44,0,74.58,0
4448.14,92.65,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.99,7.44,0,74.59,0
4449.14,92.68,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.99,7.44,0,74.60,0
4450.14,92.68,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.99,7.44,0,74.61,0
4451.14,92.65,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,545.99,7.44,0,74.61,0
4452.14,92.65,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,546.09,7.44,0,74.62,0
4453.14,92.68,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,546.09,7.44,0,74.63,0
4454.14,92.68,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,546.09,7.44,0,74.64,0
4455.14,92.65,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,546.09,7.44,0,74.65,0
4456.14,92.65,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,546.20,7.44,0,74.66,0
4457.14,92.68,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,546.20,7.44,0,74.67,0
4458.14,92.68,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,546.20,7.44,0,74.68,0
4459.14,92.65,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,546.20,7.44,0,74.69,0
4460.14,92.64,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,546.31,7.44,0,74.70,0
4461.14,92.67,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,546.31,7.44,0,74.70,0
4462.14,92.68,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,546.31,7.44,0,74.71,0
4463.14,92.65,14.78,125.4,89.8,108.3,0.980,36.30,6.57,70.9,546.31,7.44,0,74.72,0
4464.14,92.64,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,546.26,7.44,0,74.73,0
4465.14,92.67,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,546.26,7.44,0,74.74,0
4466.14,92.67,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,546.26,7.44,0,74.75,0
4467.14,92.66,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,546.26,7.44,0,74.76,0
4468.14,92.65,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.53,7.44,0,74.76,0
4469.14,92.67,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.53,7.44,0,74.77,0
4470.14,92.68,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.53,7.44,0,74.78,0
4471.14,92.66,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.53,7.44,0,74.79,0
4472.14,92.65,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.63,7.44,0,74.80,0
4473.14,92.66,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.63,7.44,0,74.81,0
4474.14,92.68,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.63,7.44,0,74.82,0
4475.14,92.66,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.63,7.44,0,74.83,0
4476.14,92.64,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.72,7.44,0,74.83,0
4477.14,92.66,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.72,7.44,0,74.84,0
4478.14,92.68,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.72,7.44,0,74.85,0
4479.14,92.66,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.72,7.44,0,74.86,0
4480.14,92.64,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.80,7.44,0,74.87,0
4481.14,92.65,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.80,7.44,0,74.88,0
4482.14,92.68,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.80,7.44,0,74.88,0
4483.14,92.67,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.80,7.44,0,74.89,0
4484.14,92.64,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.87,7.44,0,74.90,0
4485.14,92.65,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.87,7.44,0,74.91,0
4486.14,92.68,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.87,7.44,0,74.92,0
4487.14,92.67,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.87,7.44,0,74.93,0
4488.14,92.64,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.93,7.44,0,74.93,0
4489.14,92.64,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.93,7.44,0,74.94,0
4490.14,92.67,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.93,7.44,0,74.95,0
4491.14,92.67,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.93,7.44,0,74.96,0
4492.14,92.64,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.99,7.44,0,74.97,0
4493.14,92.64,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.99,7.44,0,74.97,0
4494.14,92.67,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.99,7.44,0,74.98,0
4495.14,92.67,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,542.99,7.44,0,74.99,0
4496.14,92.64,14.71,125.4,89.8,108.3,0.980,36.30,6.57,71.0,542.99,7.44,0,75.00,0
4497.14,92.64,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,543.04,7.44,0,75.01,0
4498.14,92.67,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,543.04,7.44,0,75.01,0
4499.14,92.66,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,543.04,7.44,0,75.02,0
4500.14,92.64,14.71,125.4,89.8,108.3,0.980,36.30,6.57,71.0,543.04,7.44,0,75.03,0
4501.14,92.65,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,543.08,7.44,0,75.04,0
4502.14,92.67,14.71,125.4,89.8,108.3,0.980,36.30,6.57,70.9,543.08,7.44,0,75.05,0
4503.14,92.66,14.71,125.4,89.8,108.3,0.980,36.30,6.57,71.0,543.08,7.44,0,75.05,0
4504.14,92.64,14.71,125.4,89.8,108.3,0.980,36.30,6.57,71.0,543.08,7.44,0,75.06,0
4505.14,92.64,14.71,125.4,89.8,108.3,0.980,36.29,6.57,71.0,543.12,7.44,0,75.07,0
4506.14,92.66,14.71,125.4,89.8,108.3,0.980,36.29,6.57,70.9,543.12,7.44,0,75.08,0
4507.14,92.66,14.71,125.4,89.8,108.3,0.980,36.29,6.57,71.0,543.12,7.44,0,75.09,0
4508.14,92.64,14.71,125.4,89.8,108.3,0.980,36.29,6.57,71.0,543.12,7.44,0,75.09,0
4509.14,92.64,14.71,125.4,89.8,108.3,0.980,36.29,6.57,71.0,543.16,7.44,0,75.10,0
4510.14,92.66,14.71,125.4,89.8,108.3,0.980,36.29,6.57,71.0,543.16,7.44,0,75.11,0
4511.14,92.66,14.71,125.4,89.8,108.3,0.980,36.29,6.57,71.0,543.16,7.44,0,75.12,0
4512.14,92.65,14.71,125.4,89.8,108.3,0.980,36.29,6.57,71.0,543.16,7.44,0,75.13,0
4513.14,92.64,14.71,125.4,89.8,108.3,0.980,36.29,6.57,71.0,543.20,7.44,0,75.13,0
4514.14,92.65,14.71,125.4,89.8,108.3,0.980,36.29,6.57,71.0,543.20,7.44,0,75.14,0
4515.14,92.67,14.71,125.4,89.8,108.3,0.980,36.29,6.58,71.0,543.20,7.44,0,75.15,0
4516.14,92.65,14.71,125.4,89.8,108.3,0.980,36.29,6.57,71.0,543.20,7.44,0,75.16,0
4517.14,92.63,14.71,125.4,89.8,108.3,0.980,36.29,6.57,71.0,543.23,7.44,0,75.16,0
4518.14,92.65,14.71,125.4,89.8,108.3,0.980,36.29,6.57,71.0,543.23,7.44,0,75.17,0
4519.14,92.67,14.71,125.4,89.8,108.3,0.980,36.29,6.58,71.0,543.23,7.44,0,75.18,0
4520.14,92.65,14.71,125.4,89.8,108.3,0.980,36.29,6.57,71.0,543.23,7.44,0,75.19,0
4521.14,92.63,14.71,125.4,89.8,108.3,0.980,36.29,6.57,71.0,543.27,7.44,0,75.19,0
4522.14,92.65,14.71,125.4,89.8,108.3,0.980,36.29,6.57,71.0,543.27,7.44,0,75.20,0
4523.14,92.67,14.71,125.4,89.8,108.3,0.980,36.29,6.58,71.0,543.27,7.44,0,75.21,0
4524.14,92.65,14.71,125.4,89.8,108.3,0.980,36.29,6.58,71.0,543.27,7.44,0,75.22,0
4525.14,92.63,14.71,125.4,89.8,108.3,0.980,36.29,6.57,71.0,543.30,7.44,0,75.22,0
4526.14,92.64,14.71,125.4,89.8,108.3,0.980,36.29,6.57,71.0,543.30,7.44,0,75.23,0
4527.14,92.67,14.71,125.4,89.8,108.3,0.980,36.29,6.58,71.0,543.30,7.44,0,75.24,0
4528.14,92.66,14.71,125.4,89.8,108.3,0.980,36.29,6.58,71.0,543.30,7.44,0,75.24,0
4529.14,92.63,14.71,125.4,89.8,108.3,0.980,36.29,6.57,71.0,543.33,7.44,0,75.25,0
4530.14,92.64,14.71,125.4,89.8,108.3,0.980,36.29,6.57,71.0,543.33,7.44,0,75.26,0
4531.14,92.67,14.71,125.4,89.8,108.3,0.980,36.29,6.58,71.0,543.33,7.44,0,75.27,0
4532.14,92.64,14.71,125.4,89.8,108.3,0.980,36.29,6.58,71.0,543.33,7.44,0,75.27,0
4533.14,92.63,14.71,125.4,89.8,108.3,0.980,36.29,6.57,71.0,543.36,7.44,0,75.28,0
4534.14,92.65,14.71,125.4,89.8,108.3,0.980,36.29,6.58,71.0,543.36,7.44,0,75.29,0
4535.14,92.67,14.71,125.4,89.8,108.3,0.980,36.29,6.58,71.0,543.36,7.44,0,75.29,0
4536.14,92.64,14.71,125.4,89.8,108.3,0.980,36.29,6.58,71.0,543.36,7.44,0,75.30,0
4537.14,92.63,14.71,125.4,89.8,108.3,0.980,36.29,6.57,71.0,543.38,7.44,0,75.31,0
4538.14,92.65,14.71,125.4,89.8,108.3,0.980,36.29,6.58,71.0,543.38,7.44,0,75.31,0
4539.14,92.67,14.71,125.4,89.8,108.3,0.980,36.29,6.58,71.0,543.38,7.44,0,75.32,0
4540.14,92.65,14.71,125.4,89.8,108.3,0.980,36.29,6.58,71.0,543.38,7.44,0,75.32,0
4541.14,92.63,14.71,125.4,89.8,108.3,0.980,36.29,6.58,71.0,543.41,7.44,0,75.33,0
4542.14,92.64,14.71,125.4,89.8,108.3,0.980,36.29,6.58,71.0,543.41,7.44,0,75.34,0
4543.14,92.66,14.71,125.4,89.8,108.3,0.980,36.29,6.58,71.0,543.41,7.44,0,75.34,0
4544.14,92.65,14.71,125.4,89.8,108.3,0.980,36.29,6.58,71.0,543.41,7.44,0,75.35,0
4545.14,92.63,14.63,125.4,89.8,108.3,0.980,36.29,6.58,71.0,543.41,7.44,0,75.36,0
4546.14,92.64,14.63,125.4,89.8,108.3,0.980,36.29,6.58,71.0,543.41,7.44,0,75.36,0
4547.14,92.66,14.63,125.4,89.8,108.3,0.980,36.29,6.58,71.0,543.41,7.44,0,75.37,0
4548.14,92.65,14.63,125.4,89.8,108.3,0.980,36.29,6.58,71.0,543.41,7.44,0,75.37,0
4549.14,92.64,14.63,125.4,89.8,108.3,0.980,36.29,6.58,71.0,543.41,7.44,0,75.38,0
4550.14,92.64,14.63,125.4,89.8,108.3,0.980,36.29,6.58,71.0,539.53,7.44,0,75.38,0
4551.14,92.66,14.63,125.4,89.8,108.3,0.980,36.29,6.58,71.0,539.53,7.44,0,75.39,0
4552.14,92.66,14.63,125.4,89.8,108.3,0.980,36.29,6.58,71.0,539.53,7.44,0,75.40,0
4553.14,92.64,14.63,125.4,89.8,108.3,0.980,36.29,6.58,71.0,539.53,7.44,0,75.40,0
4554.14,92.63,14.63,125.4,89.8,108.3,0.980,36.29,6.58,71.0,539.55,7.44,0,75.41,0
4555.14,92.65,14.63,125.4,89.8,108.3,0.980,36.29,6.58,71.0,539.55,7.44,0,75.41,0
4556.14,92.66,14.63,125.4,89.8,108.3,0.980,36.29,6.58,71.0,539.55,7.44,0,75.42,0
4557.14,92.64,14.63,125.4,89.8,108.3,0.980,36.29,6.58,71.0,539.55,7.44,0,75.42,0
4558.14,92.63,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.56,7.44,0,75.43,0
4559.14,92.65,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.56,7.44,0,75.43,0
4560.14,92.66,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.56,7.44,0,75.44,0
4561.14,92.64,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.56,7.44,0,75.44,0
4562.14,92.63,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.57,7.44,0,75.45,0
4563.14,92.64,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.57,7.44,0,75.45,0
4564.14,92.66,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.57,7.44,0,75.46,0
4565.14,92.63,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.57,7.44,0,75.46,0
4566.14,92.62,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.56,7.44,0,75.47,0
4567.14,92.65,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.56,7.44,0,75.47,0
4568.14,92.66,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.56,7.44,0,75.48,0
4569.14,92.63,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.56,7.44,0,75.48,0
4570.14,92.62,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.55,7.44,0,75.49,0
4571.14,92.65,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.55,7.44,0,75.49,0
4572.14,92.66,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.55,7.44,0,75.50,0
4573.14,92.63,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.55,7.44,0,75.50,0
4574.14,92.62,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.53,7.44,0,75.51,0
4575.14,92.64,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.53,7.44,0,75.51,0
4576.14,92.66,14.63,125.5,89.8,108.3,0.979,36.29,6.58,71.0,539.53,7.44,0,75.52,0
4577.14,92.63,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.53,7.44,0,75.52,0
4578.14,92.62,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.50,7.44,0,75.53,0
4579.14,92.64,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.50,7.44,0,75.53,0
4580.14,92.65,14.63,125.5,89.8,108.3,0.979,36.29,6.58,71.0,539.50,7.44,0,75.53,0
4581.14,92.64,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.50,7.44,0,75.54,0
4582.14,92.62,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.47,7.44,0,75.54,0
4583.14,92.63,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.47,7.44,0,75.55,0
4584.14,92.65,14.63,125.5,89.8,108.3,0.979,36.29,6.58,71.0,539.47,7.44,0,75.55,0
4585.14,92.64,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.47,7.44,0,75.56,0
4586.14,92.62,14.63,125.5,89.8,108.3,0.980,36.29,6.58,71.0,539.44,7.44,0,75.56,0
4587.14,92.63,14.63,125.5,89.8,108.4,0.980,36.29,6.58,71.0,539.44,7.44,0,75.56,0
4588.14,92.65,14.63,125.5,89.8,108.4,0.979,36.29,6.58,71.0,539.44,7.44,0,75.57,0
4589.14,92.64,14.63,125.5,89.8,108.3,0.979,36.29,6.58,71.0,539.44,7.44,0,75.57,0
4590.14,92.62,14.63,125.5,89.8,108.4,0.980,36.29,6.58,71.0,539.44,7.44,0,75.58,0
4591.14,92.62,14.63,125.5,89.8,108.4,0.980,36.29,6.58,71.0,539.40,7.44,0,75.58,0
4592.14,92.64,14.63,125.5,89.8,108.4,0.979,36.29,6.58,71.0,539.40,7.44,0,75.59,0
4593.14,92.65,14.63,125.5,89.8,108.4,0.979,36.29,6.58,71.0,539.40,7.44,0,75.59,0
4594.14,92.63,14.63,125.5,89.8,108.4,0.980,36.29,6.58,71.0,539.40,7.44,0,75.59,0
4595.14,92.62,14.63,125.5,89.8,108.4,0.980,36.29,6.58,71.0,539.36,7.44,0,75.60,0
4596.14,92.63,14.63,125.5,89.8,108.4,0.979,36.29,6.58,71.0,539.36,7.44,0,75.60,0
4597.14,92.65,14.63,125.5,89.8,108.4,0.979,36.29,6.58,71.0,539.36,7.44,0,75.61,0
4598.14,92.62,14.63,125.5,89.8,108.4,0.979,36.29,6.58,71.0,539.36,7.44,0,75.61,0
4599.14,92.62,14.63,125.5,89.8,108.4,0.980,36.29,6.58,71.0,539.32,7.44,0,75.61,0
4600.14,92.65,14.63,125.5,89.8,108.4,0.979,36.29,6.58,71.0,539.32,7.44,0,75.62,0
4601.14,92.65,14.63,125.5,89.8,108.4,0.979,36.29,6.58,71.0,539.32,7.44,0,75.62,0
4602.14,92.62,14.63,125.5,89.8,108.4,0.979,36.29,6.58,71.0,539.32,7.44,0,75.62,0
4603.14,92.61,14.71,125.5,89.8,108.4,0.980,36.29,6.58,71.0,539.28,7.44,0,75.63,0
4604.14,92.64,14.71,125.5,89.8,108.4,0.979,36.29,6.58,71.0,539.28,7.44,0,75.63,0
4605.14,92.65,14.71,125.5,89.8,108.4,0.979,36.29,6.58,71.0,539.28,7.44,0,75.64,0
4606.14,92.62,14.71,125.5,89.8,108.4,0.979,36.29,6.58,71.0,539.28,7.44,0,75.64,0
4607.14,92.61,14.71,125.5,89.8,108.4,0.980,36.29,6.58,71.0,543.15,7.44,0,75.64,0
4608.14,92.64,14.71,125.5,89.9,108.4,0.979,36.29,6.58,71.0,543.15,7.44,0,75.65,0
4609.14,92.65,14.71,125.5,89.8,108.4,0.979,36.29,6.58,71.0,543.15,7.44,0,75.65,0
4610.14,92.62,14.71,125.5,89.8,108.4,0.980,36.29,6.58,71.0,543.15,7.44,0,75.65,0
4611.14,92.61,14.71,125.5,89.8,108.4,0.980,36.29,6.58,71.0,543.10,7.44,0,75.65,0
4612.14,92.63,14.71,125.5,89.9,108.4,0.980,36.29,6.58,71.0,543.10,7.44,0,75.66,0
4613.14,92.65,14.71,125.5,89.9,108.4,0.979,36.28,6.58,71.0,543.10,7.44,0,75.66,0
4614.14,92.62,14.71,125.5,89.8,108.4,0.980,36.28,6.58,71.0,543.10,7.44,0,75.66,0
4615.14,92.61,14.71,125.5,89.8,108.4,0.980,36.28,6.58,71.0,543.06,7.44,0,75.67,0
4616.14,92.63,14.71,125.5,89.9,108.4,0.980,36.28,6.58,71.0,543.06,7.44,0,75.67,0
4617.14,92.65,14.71,125.5,89.9,108.4,0.980,36.28,6.58,71.0,543.06,7.44,0,75.67,0
4618.14,92.62,14.71,125.5,89.8,108.4,0.980,36.28,6.58,71.0,543.06,7.44,0,75.67,0
4619.14,92.61,14.71,125.5,89.8,108.4,0.980,36.28,6.58,71.0,543.02,7.44,0,75.68,0
4620.14,92.63,14.71,125.5,89.9,108.4,0.980,36.28,6.58,71.0,543.02,7.44,0,75.68,0
4621.14,92.64,14.71,125.5,89.9,108.4,0.980,36.28,6.58,71.0,543.02,7.44,0,75.68,0
4622.14,92.63,14.71,125.5,89.8,108.4,0.980,36.28,6.58,71.0,543.02,7.44,0,75.68,0
4623.14,92.61,14.71,125.5,89.8,108.4,0.980,36.28,6.58,71.0,543.00,7.44,0,75.68,0
4624.14,92.62,14.71,125.5,89.9,108.4,0.980,36.28,6.58,71.0,543.00,7.44,0,75.69,0
4625.14,92.64,14.71,125.5,89.9,108.4,0.980,36.28,6.58,71.0,543.00,7.44,0,75.69,0
4626.14,92.63,14.71,125.5,89.8,108.4,0.980,36.28,6.58,71.0,543.00,7.44,0,75.69,0
4627.14,92.61,14.71,125.5,89.8,108.4,0.980,36.28,6.58,71.0,542.98,7.44,0,75.69,0
4628.14,92.62,14.71,125.5,89.9,108.4,0.980,36.28,6.58,71.0,542.98,7.44,0,75.69,0
4629.14,92.64,14.71,125.5,89.9,108.4,0.980,36.28,6.58,71.0,542.98,7.44,0,75.69,0
4630.14,92.63,14.71,125.5,89.8,108.4,0.980,36.28,6.58,71.0,542.98,7.44,0,75.70,0
4631.14,92.61,14.71,125.5,89.8,108.4,0.980,36.28,6.58,71.0,542.96,7.44,0,75.70,0
4632.14,92.61,14.71,125.5,89.9,108.4,0.980,36.28,6.58,71.0,542.96,7.44,0,75.70,0
4633.14,92.64,14.71,125.5,89.9,108.4,0.980,36.28,6.58,71.0,542.96,7.44,0,75.70,0
4634.14,92.63,14.71,125.5,89.8,108.4,0.980,36.28,6.58,71.0,542.96,7.44,0,75.70,0
4635.14,92.60,14.71,125.5,89.8,108.4,0.980,36.28,6.58,71.0,542.96,7.44,0,75.70,0
4636.14,92.61,14.71,125.5,89.9,108.4,0.980,36.28,6.58,71.0,542.95,7.44,0,75.70,0
4637.14,92.64,14.71,125.5,89.9,108.4,0.980,36.28,6.58,71.0,542.95,7.44,0,75.70,0
4638.14,92.63,14.71,125.5,89.9,108.4,0.980,36.28,6.58,71.0,542.95,7.44,0,75.70,0
4639.14,92.60,14.71,125.5,89.9,108.4,0.980,36.28,6.58,71.0,542.95,7.44,0,75.70,0
4640.14,92.61,14.71,125.5,89.9,108.4,0.980,36.28,6.58,71.0,542.94,7.44,0,75.71,0
4641.14,92.64,14.71,125.5,89.9,108.4,0.980,36.28,6.58,71.0,542.94,7.44,0,75.71,0
